"product_id","product_name","category","brand","unit_price","unit_cost","launch_date","is_active","wymaga_weryfikacji"
466,Nasz Moda Pro,Moda damska,Ecolen,296.81,171.49,2025-02-24,false,false
470,Zamykać Moda Basic,Moda damska,Aurea,385.65,186.81,2025-08-01,true,false
473,Zakładać Moda Pro,Moda damska,Ecolen,333.91,177.01,2024-12-15,false,false
480,Przeznaczyć Moda Premium,Moda damska,Klarra,117.03,58.35,2024-11-10,true,false
483,Natura Moda Classic,Moda damska,Bellure,253.01,144.72,2024-11-26,true,false
488,Cierpieć Moda Pro,Moda damska,Lumia,69.84,41.17,2026-05-11,true,false
491,Suma Moda Classic,Moda damska,Klarra,63.34,32.08,2025-10-19,true,false
501,Ząb Moda Basic,Moda damska,Aurea,182.75,101.45,2026-04-17,true,false
504,Tam Moda Pro,Moda damska,Domora,320.53,184.41,2025-12-21,true,false
505,Katastrofa Moda Classic,Moda damska,Vantex,52.02,24.71,2025-04-30,true,false
516,Bać się Moda Pro,Moda damska,Nortex,86.71,48.73,2026-04-21,true,false
520,Smutek Moda Eco,Moda damska,Aurea,48.29,23.21,2024-11-05,true,false
532,Broda Moda Classic,Moda damska,Lumia,86.06,61.12,2026-05-16,true,false
533,Wojna Moda Classic,Moda damska,Lumia,200.92,103.37,2025-06-20,true,false
534,Spać Moda Eco,Moda damska,Klarra,336.91,157.68,2026-01-10,true,false
535,Nic Moda Basic,Moda damska,MaxFit,315.95,173.11,2025-08-12,true,false
537,By Moda Eco,Moda damska,Vantex,312.70,174.37,2024-12-05,true,false
544,Uwaga Moda Premium,Moda damska,Vantex,360.15,140.69,2026-07-26,true,false
547,Ból Moda Eco,Moda damska,Domora,52.83,28.73,2025-11-22,true,false
550,Zawodowy Moda Pro,Moda damska,Vesto,93.06,52.28,2026-01-25,true,false
559,Rosja Moda Premium,Moda damska,MaxFit,260.40,154.92,2025-09-23,true,false
570,List Moda Classic,Moda damska,Tessera,342.12,168.68,2026-01-07,true,false
571,Drzwi Moda Eco,Moda damska,Domora,318.52,152.02,2025-10-24,true,false
574,Technika Moda Premium,Moda damska,Domora,333.40,181.37,2024-12-30,true,false
576,Oddział Moda Classic,Moda damska,Ecolen,251.53,151.08,2025-09-06,true,false
577,Dłoń Moda Basic,Moda damska,Primo Style,146.12,98.89,2026-05-06,true,false
589,Centrum Moda Pro,Moda damska,Lumia,179.95,120.15,2024-09-18,false,false
1,Śniadanie Elektronika Pro,Elektronika,Primo Style,966.62,553.07,2024-11-24,true,false
6,"2 Elektronika Eco",Elektronika,Klarra,764.75,415.51,2025-05-30,true,false
7,Firma Elektronika Basic,Elektronika,MaxFit,1166.37,706.75,2025-09-23,false,false
596,Urodzenie Moda Premium,Moda damska,Vesto,60.08,38.56,2025-04-10,true,false
600,Pozostać Moda Basic,Moda damska,Bellure,254.36,137.49,2026-01-05,true,false
604,Chęć Moda Premium,Moda damska,Aurea,244.87,129.46,2025-11-12,true,false
610,Prowadzić Moda Eco,Moda damska,Ecolen,203.95,117.91,2025-08-25,true,false
612,Ośrodek Moda Basic,Moda damska,Domora,196.27,102.75,2026-01-02,true,false
615,Traktować Moda Classic,Moda damska,Lumia,383.38,184.66,2025-02-13,true,false
136,Wspaniały Moda Pro,Moda damska,GripPro,79.03,52.15,2025-08-19,true,false
137,Kawałek Moda Premium,Moda damska,Domora,43.09,21.64,2024-11-16,true,false
138,Pies Moda Basic,Moda damska,UrbanLine,81.31,44.45,2025-11-29,true,false
141,Skala Moda Basic,Moda damska,Tessera,119.49,66.30,2026-08-01,true,false
145,Zapach Moda Pro,Moda damska,Vesto,249.35,135.21,2025-11-30,true,false
151,Nocny Moda Eco,Moda damska,Domora,366.93,220.87,2025-06-21,false,false
153,Blisko Moda Pro,Moda damska,Primo Style,55.28,30.12,2026-03-13,true,false
155,Niebieski Moda Basic,Moda damska,Nordly,252.89,145.12,2026-04-23,true,false
159,Akt Moda Pro,Moda damska,Domora,397.79,261.00,2026-07-11,true,false
161,Komputer Moda Pro,Moda damska,Nortex,201.20,91.38,2025-12-01,true,false
162,Wóz Moda Classic,Moda damska,Vantex,261.53,153.64,2025-04-15,true,false
171,Rasa Moda Pro,Moda damska,Nordly,224.04,115.59,2025-11-19,true,false
178,Szybko Moda Basic,Moda damska,Tessera,361.84,211.36,2025-07-24,true,false
182,Wysiłek Moda Classic,Moda damska,MaxFit,220.23,118.17,2025-12-10,true,false
621,Szlachetny Moda Pro,Moda damska,Kidzo,46.86,26.58,2025-10-20,true,false
628,Chleb Moda Premium,Moda damska,GripPro,345.22,176.78,2025-10-12,true,false
635,Poziom Moda Pro,Moda damska,Bellure,329.31,166.20,2026-03-18,true,false
637,Przeszłość Moda Pro,Moda damska,Klarra,98.29,62.05,2025-09-07,true,false
639,Zawartość Moda Eco,Moda damska,GripPro,355.65,186.63,2025-07-03,false,false
641,Uzyskać Moda Premium,Moda damska,Aurea,48.78,26.62,2026-06-01,true,false
643,Zimno Moda Basic,Moda damska,Kidzo,76.97,47.93,2025-05-12,true,false
652,Mówić Moda Eco,Moda damska,Lumia,274.55,141.09,2024-11-06,true,false
655,Utwór Moda Premium,Moda damska,UrbanLine,387.17,220.13,2025-12-25,true,false
660,Święto Moda Basic,Moda damska,Bellure,333.86,197.56,2025-10-20,true,false
661,Słodki Moda Eco,Moda damska,Nortex,294.69,155.82,2026-03-12,true,false
675,Bajka Moda Classic,Moda damska,MaxFit,274.14,164.66,2025-12-06,true,false
676,Nagły Moda Classic,Moda damska,UrbanLine,132.70,79.19,2026-06-25,true,false
679,Znów Moda Basic,Moda damska,Vantex,235.79,133.86,2024-11-15,true,false
683,Tani Moda Pro,Moda damska,Bellure,310.43,190.05,2025-03-10,true,false
684,Organ Moda Premium,Moda damska,Tessera,353.19,181.23,2024-11-01,true,false
698,Reakcja Moda Premium,Moda damska,Domora,317.60,159.39,2025-11-01,true,false
700,Pięćdziesiąt Moda Classic,Moda damska,Nordly,252.01,118.97,2025-12-12,true,false
704,Rada Moda Premium,Moda damska,Lumia,267.28,158.44,2024-10-28,true,false
707,Nic Moda Pro,Moda damska,Nortex,388.75,207.82,2024-12-24,false,false
710,Ósmy Moda Pro,Moda damska,Klarra,117.86,64.88,2024-09-02,true,false
713,Jego Moda Eco,Moda damska,GripPro,374.43,185.51,2025-11-27,true,false
723,Wzgórze Moda Basic,Moda damska,Primo Style,203.25,99.15,2025-06-04,false,false
727,Powinien Moda Classic,Moda damska,Nortex,252.72,142.65,2026-05-12,true,false
730,Liczba Moda Premium,Moda damska,Vesto,43.21,21.51,2025-06-08,true,false
732,Kalendarz Moda Pro,Moda damska,Primo Style,83.28,42.97,2025-10-16,true,false
739,Wino Moda Eco,Moda damska,MaxFit,293.01,140.92,2024-12-07,true,false
750,Broń Moda Basic,Moda damska,Aurea,80.81,42.44,2026-07-18,true,false
755,Pomysł Moda Eco,Moda damska,Lumia,238.34,157.33,2026-04-20,true,false
757,Powód Moda Basic,Moda damska,Ecolen,132.36,61.11,2026-07-28,true,false
767,Staw Moda Eco,Moda damska,Primo Style,83.94,42.26,2026-05-13,true,false
771,Polegać Moda Pro,Moda damska,Ecolen,141.88,84.39,2025-05-28,true,false
778,Suchy Moda Basic,Moda damska,Ecolen,45.88,25.85,2025-08-31,true,false
782,Ile Moda Eco,Moda damska,Vesto,42.19,21.18,2026-08-06,true,false
786,Sukienka Moda Pro,Moda damska,GripPro,276.07,140.36,2026-02-14,false,false
797,Dziura Moda Classic,Moda damska,Aurea,154.74,68.42,2025-11-17,false,false
804,Klient Moda Classic,Moda damska,MaxFit,90.44,58.41,2026-02-18,true,false
807,Pomidor Moda Premium,Moda damska,Ecolen,308.51,156.16,2025-02-23,true,false
809,Pieniądz Moda Classic,Moda damska,Aurea,341.16,167.14,2024-11-19,true,false
812,"2 Moda Basic",Moda damska,Aurea,195.17,98.28,2026-06-16,false,false
816,Osobisty Moda Pro,Moda damska,GripPro,386.78,190.63,2026-02-26,true,false
826,Pogląd Moda Basic,Moda damska,Kidzo,88.18,58.39,2025-11-13,true,false
829,Może Moda Premium,Moda damska,Primo Style,359.48,175.61,2024-10-03,true,false
832,Zaś Moda Eco,Moda damska,Lumia,83.77,39.42,2025-06-14,true,false
839,Pracować Moda Eco,Moda damska,UrbanLine,317.33,126.52,2025-05-10,true,false
840,Malować Moda Basic,Moda damska,Primo Style,39.49,22.43,2025-03-20,true,false
843,Córka Moda Eco,Moda damska,Primo Style,62.65,31.20,2025-08-27,true,false
850,Osioł Moda Pro,Moda damska,MaxFit,132.57,87.56,2025-04-17,true,false
854,Leżeć Moda Eco,Moda damska,Ecolen,229.68,123.82,2025-01-29,true,false
855,Ludność Moda Classic,Moda damska,Aurea,219.22,112.44,2025-02-09,true,false
858,Brzuch Moda Pro,Moda damska,Kidzo,199.39,108.51,2024-12-06,true,false
859,Skutek Moda Eco,Moda damska,Klarra,56.99,33.13,2025-01-30,true,false
861,Budować Moda Premium,Moda damska,Lumia,381.51,211.11,2025-02-05,true,false
865,Kraków Moda Basic,Moda damska,Nortex,378.73,209.01,2026-08-03,true,false
867,Istota Moda Basic,Moda damska,Vantex,210.68,101.69,2025-11-03,true,false
873,"7 Moda Classic",Moda damska,Aurea,301.39,162.52,2024-09-20,true,false
877,Ku Moda Pro,Moda damska,Bellure,312.96,142.68,2026-02-18,true,false
883,Odpowiedź Moda Eco,Moda damska,Bellure,118.51,66.95,2025-03-28,true,false
898,Ręka Moda Classic,Moda damska,GripPro,389.31,144.40,2025-01-17,true,false
900,Pełen Moda Pro,Moda damska,Bellure,301.56,150.05,2026-07-10,true,false
902,Włochy Moda Basic,Moda damska,Aurea,191.15,116.11,2025-03-23,true,false
907,Ruch Moda Classic,Moda damska,Vantex,294.36,171.79,2025-11-24,true,false
910,Męski Moda Eco,Moda damska,Tessera,312.24,189.06,2024-11-15,true,false
912,Budzić Moda Classic,Moda damska,Klarra,336.90,189.00,2025-12-06,true,false
917,Tutaj Moda Basic,Moda damska,Domora,347.35,216.77,2025-10-16,true,false
920,Ciągle Moda Basic,Moda damska,Bellure,177.37,90.91,2024-09-06,true,false
922,Węgiel Moda Premium,Moda damska,Vantex,292.75,170.33,2026-03-25,true,false
926,Papieros Moda Pro,Moda damska,Aurea,95.62,50.72,2025-03-12,true,false
927,Egzamin Moda Pro,Moda damska,Lumia,143.42,82.66,2026-03-07,false,false
931,Przecież Moda Premium,Moda damska,Aurea,262.67,166.86,2025-05-10,true,false
933,Część Moda Eco,Moda damska,Nortex,141.87,96.04,2025-04-03,true,false
936,Zdolny Moda Basic,Moda damska,Vantex,110.64,69.73,2025-06-18,true,false
941,Pojawić się Moda Pro,Moda damska,Nortex,304.64,153.85,2025-04-15,true,false
-1,Produkt zarchiwizowany / brak danych,Nieznana,Nieznana,0.00,0.00,,false,false
1242,Stół Elektronika Classic,Elektronika,Klarra,1450.39,702.11,2026-03-13,true,false
5,Angielski Moda Premium,Moda damska,Klarra,194.50,118.09,2024-11-12,true,false
18,Przed Moda Basic,Moda damska,Ecolen,337.35,148.15,2025-04-17,true,false
20,Góra Moda Classic,Moda damska,Nortex,65.84,36.83,2026-08-06,false,false
33,Jednak Moda Premium,Moda damska,Lumia,373.69,218.65,2026-05-30,true,false
35,Sobota Moda Classic,Moda damska,Nortex,360.32,232.78,2026-05-02,false,false
52,Imię Moda Pro,Moda damska,MaxFit,223.35,136.50,2025-01-27,true,false
56,Całkowicie Moda Classic,Moda damska,GripPro,333.20,196.23,2025-10-12,true,false
62,Ta Moda Eco,Moda damska,Nortex,75.53,46.02,2025-12-15,true,false
65,Organ Moda Eco,Moda damska,Vesto,295.38,146.93,2026-01-15,true,false
78,Nie ma Moda Eco,Moda damska,UrbanLine,260.40,175.35,2026-08-03,true,false
79,Sierpień Moda Pro,Moda damska,Aurea,89.43,55.81,2026-01-11,true,false
81,"60 Moda Basic",Moda damska,Domora,168.42,103.30,2026-03-21,false,false
88,Biały Moda Premium,Moda damska,Bellure,49.98,28.74,2024-09-21,true,false
94,Naturalny Moda Pro,Moda damska,Vantex,197.03,99.70,2024-10-21,true,false
120,Szlachetny Moda Basic,Moda damska,Aurea,76.12,39.52,2026-05-29,true,false
121,Usługa Moda Pro,Moda damska,Ecolen,220.89,113.40,2026-05-10,true,false
942,Religia Moda Premium,Moda damska,Bellure,182.14,121.87,2025-02-02,true,false
948,Oczywiście Moda Premium,Moda damska,Bellure,151.65,94.17,2025-02-10,true,false
949,Wakacje Moda Eco,Moda damska,Nortex,254.16,135.96,2025-11-06,true,false
950,Hiszpański Moda Pro,Moda damska,Domora,291.41,165.92,2025-12-10,true,false
951,Bank Moda Classic,Moda damska,Vesto,185.93,102.83,2025-02-01,true,false
956,Wrócić Moda Pro,Moda damska,Tessera,368.24,198.90,2025-06-06,true,false
958,Jednak Moda Basic,Moda damska,Kidzo,251.20,129.50,2025-11-14,true,false
968,Słoneczny Moda Premium,Moda damska,Vantex,249.40,126.35,2025-09-08,true,false
969,Powstanie Moda Classic,Moda damska,Ecolen,135.79,82.39,2025-12-13,true,false
977,Rozmiar Moda Eco,Moda damska,UrbanLine,274.86,137.72,2024-12-25,true,false
986,Znak Moda Pro,Moda damska,Bellure,75.92,41.80,2025-05-26,false,false
993,Robić Moda Pro,Moda damska,Klarra,297.75,166.10,2024-12-05,true,false
995,Powód Moda Basic,Moda damska,Lumia,98.67,52.33,2025-04-22,true,false
998,Źle Moda Pro,Moda damska,Domora,179.77,106.42,2025-01-04,true,false
1007,W ciągu Moda Basic,Moda damska,Tessera,112.55,40.75,2024-09-03,true,false
1011,Przedmiot Moda Classic,Moda damska,Bellure,299.44,190.78,2026-03-14,true,false
1016,Nazwa Moda Premium,Moda damska,Domora,363.64,182.23,2024-12-01,true,false
1022,Ukraiński Moda Pro,Moda damska,GripPro,173.11,86.86,2024-10-06,true,false
1023,Analiza Moda Eco,Moda damska,Aurea,172.05,115.84,2025-11-30,true,false
1026,Handlowy Moda Basic,Moda damska,Nordly,328.62,229.28,2026-02-01,true,false
1028,Praktyka Moda Basic,Moda damska,Aurea,328.08,189.97,2025-09-05,true,false
1037,Warzywo Moda Classic,Moda damska,Domora,365.82,166.06,2024-10-25,true,false
1038,Dodawać Moda Classic,Moda damska,Kidzo,289.62,159.92,2025-05-12,true,false
1043,Suchy Moda Classic,Moda damska,UrbanLine,117.74,52.18,2025-12-28,true,false
1048,Dawny Moda Pro,Moda damska,Primo Style,53.03,30.99,2025-12-30,true,false
1052,Lęk Moda Basic,Moda damska,Bellure,398.60,222.73,2025-04-09,true,false
1057,Południowy Moda Premium,Moda damska,Vantex,122.53,78.84,2024-10-10,true,false
1062,Bez Moda Basic,Moda damska,Kidzo,121.40,62.59,2025-11-02,true,false
1063,Lot Moda Premium,Moda damska,Vantex,373.15,199.84,2025-09-24,true,false
1067,Kobiecy Moda Premium,Moda damska,Domora,202.72,128.38,2025-05-17,true,false
1070,Zazwyczaj Moda Classic,Moda damska,Vantex,138.10,86.37,2024-11-05,true,false
1071,Wkrótce Moda Premium,Moda damska,Tessera,267.94,124.75,2025-12-08,true,false
1072,Wujek Moda Pro,Moda damska,Ecolen,7510.42,116.88,2025-12-27,true,false
1092,Wiele Moda Basic,Moda damska,Klarra,281.64,143.46,2024-10-02,true,false
1096,Sport Moda Basic,Moda damska,Aurea,328.37,177.15,2024-11-04,true,false
1098,Aby Moda Eco,Moda damska,Kidzo,137.51,75.80,2025-08-28,true,false
1083,Razem Moda Classic,Moda damska,Vesto,0.00,81.05,2025-07-11,true,true
1104,Papieros Moda Pro,Moda damska,Ecolen,359.23,201.02,2025-05-27,true,false
1105,Użytkownik Moda Classic,Moda damska,GripPro,109.26,73.12,2025-08-16,true,false
1115,Bycie Moda Classic,Moda damska,Klarra,372.76,206.78,2024-11-04,true,false
1117,Gaz Moda Classic,Moda damska,Nordly,171.26,95.59,2026-04-10,true,false
1120,Świeży Moda Premium,Moda damska,UrbanLine,128.88,64.78,2025-02-14,true,false
1125,Śmiać się Moda Eco,Moda damska,Lumia,143.93,72.55,2026-06-27,true,false
1144,Miejski Moda Classic,Moda damska,Domora,385.14,179.35,2025-12-23,true,false
1145,Może Moda Basic,Moda damska,Vesto,374.95,224.46,2025-12-21,true,false
1146,Przygotowywać Moda Basic,Moda damska,Lumia,153.32,68.63,2026-04-08,true,false
1150,Książę Moda Classic,Moda damska,Nordly,395.44,246.24,2025-03-18,false,false
1156,Rozwój Moda Basic,Moda damska,Tessera,199.82,114.07,2025-09-19,true,false
1165,Korzystać Moda Classic,Moda damska,UrbanLine,193.78,109.69,2025-03-07,true,false
1166,Prywatny Moda Basic,Moda damska,Domora,216.42,144.98,2025-03-06,true,false
1167,Październik Moda Pro,Moda damska,Kidzo,253.59,118.01,2024-11-21,true,false
1168,Korzystać Moda Pro,Moda damska,Bellure,235.81,125.76,2026-05-26,true,false
1169,Zjawisko Moda Eco,Moda damska,GripPro,162.82,99.26,2026-06-29,true,false
1170,Kapelusz Moda Pro,Moda damska,MaxFit,334.55,213.31,2025-10-18,true,false
1172,Wtedy Moda Basic,Moda damska,Domora,42.89,26.17,2026-04-02,true,false
1178,Sześćdziesiąt Moda Pro,Moda damska,Bellure,333.75,197.17,2026-08-06,true,false
1179,Spokój Moda Basic,Moda damska,Domora,132.48,72.25,2025-04-19,false,false
1185,Godny Moda Eco,Moda damska,Lumia,329.06,156.15,2024-11-01,true,false
1206,Grunt Moda Eco,Moda damska,Tessera,368.91,196.29,2025-11-22,true,false
1209,Religia Moda Premium,Moda damska,Kidzo,302.34,159.97,2026-04-11,true,false
1214,Zupa Moda Eco,Moda damska,MaxFit,53.14,22.66,2025-02-15,true,false
1217,Obóz Moda Classic,Moda damska,Domora,5962.80,244.71,2025-02-04,true,false
1220,Cel Moda Premium,Moda damska,Nortex,376.87,235.97,2024-12-01,true,false
1222,Sąsiad Moda Classic,Moda damska,Ecolen,189.19,90.43,2024-12-09,true,false
1227,Kształt Moda Premium,Moda damska,MaxFit,389.89,204.24,2026-05-21,false,false
1233,Piątek Moda Eco,Moda damska,MaxFit,389.57,166.98,2025-12-08,true,false
1236,Okazja Moda Pro,Moda damska,Vantex,338.65,187.92,2026-03-15,true,false
1243,Zabawa Moda Basic,Moda damska,Vantex,312.66,168.20,2025-02-21,true,false
1255,Większość Moda Classic,Moda damska,Kidzo,207.37,94.98,2025-06-04,true,false
1258,Krótki Moda Basic,Moda damska,Vantex,319.63,187.94,2024-09-16,true,false
1269,Przeciwko Moda Pro,Moda damska,Ecolen,211.27,113.11,2025-07-25,true,false
1280,Bieda Moda Classic,Moda damska,Nortex,283.67,159.05,2026-07-10,true,false
1288,My Moda Pro,Moda damska,MaxFit,233.51,116.04,2026-04-07,true,false
1289,Region Moda Eco,Moda damska,Klarra,383.75,227.41,2024-11-22,true,false
1292,Składnik Moda Classic,Moda damska,Domora,152.37,77.46,2024-11-13,true,false
1295,Liczba atomowa Moda Eco,Moda damska,Domora,248.78,127.04,2025-03-01,true,false
1303,Godność Moda Pro,Moda damska,Tessera,84.20,61.37,2025-10-02,true,false
1328,Pomoc Moda Pro,Moda damska,Ecolen,114.18,59.93,2024-10-03,true,false
1329,Spać Moda Pro,Moda damska,Bellure,237.85,147.40,2025-10-04,true,false
1335,Współczesny Moda Classic,Moda damska,Vantex,310.85,197.13,2024-10-01,true,false
1339,Określać Moda Classic,Moda damska,Ecolen,388.54,228.92,2024-10-22,true,false
1342,Przedsiębiorstwo Moda Eco,Moda damska,UrbanLine,330.48,192.70,2026-07-25,true,false
1343,Sok Moda Eco,Moda damska,UrbanLine,46.94,23.88,2024-11-14,true,false
1348,Ojczyzna Moda Classic,Moda damska,Kidzo,326.92,207.46,2025-10-14,true,false
1361,Piątek Moda Premium,Moda damska,Vantex,355.09,208.89,2024-10-22,true,false
1366,Dlaczego Moda Pro,Moda damska,Lumia,395.22,220.68,2025-12-28,true,false
1377,Ptak Moda Classic,Moda damska,UrbanLine,353.75,182.28,2025-05-25,true,false
1379,Chrześcijaństwo Moda Classic,Moda damska,Nortex,104.12,52.91,2026-01-28,true,false
1380,Składać Moda Premium,Moda damska,Ecolen,190.20,118.96,2025-10-10,true,false
1381,Model Moda Eco,Moda damska,Klarra,338.74,194.36,2024-10-01,true,false
1382,Kolejowy Moda Premium,Moda damska,Primo Style,288.14,164.16,2024-11-01,true,false
1383,Ziemski Moda Basic,Moda damska,Domora,188.69,74.59,2025-09-30,true,false
1391,Nazywać Moda Premium,Moda damska,Bellure,114.64,72.72,2025-10-11,true,false
1396,Uderzenie Moda Pro,Moda damska,Tessera,142.75,63.78,2024-09-15,true,false
1403,Ciemność Moda Pro,Moda damska,Ecolen,359.64,229.35,2025-06-01,true,false
1421,Wolno Moda Eco,Moda damska,Bellure,390.56,230.11,2025-03-12,true,false
1422,Niezwykły Moda Premium,Moda damska,Lumia,320.48,180.47,2026-02-25,true,false
1427,Urodziny Moda Pro,Moda damska,Kidzo,307.28,158.22,2025-02-28,false,false
1435,Dzisiaj Moda Classic,Moda damska,Vesto,347.60,177.43,2025-12-29,true,false
1448,Brudny Moda Premium,Moda damska,Klarra,204.92,138.62,2026-04-16,true,false
1459,Wewnętrzny Moda Eco,Moda damska,Primo Style,197.64,108.91,2025-09-01,true,false
1463,Zostać Moda Classic,Moda damska,Klarra,321.62,188.38,2025-11-15,true,false
1464,Źle Moda Pro,Moda damska,Vesto,189.83,97.96,2025-07-03,true,false
1470,Wspomnienie Moda Pro,Moda damska,UrbanLine,82.33,49.20,2024-10-11,true,false
1471,Mistrz Moda Basic,Moda damska,Vantex,299.65,162.29,2024-11-07,true,false
1478,Jakby Moda Basic,Moda damska,Domora,42.57,23.50,2026-02-03,true,false
1481,Umowa Moda Eco,Moda damska,Vesto,232.82,132.75,2025-04-19,true,false
1490,Kupować Moda Premium,Moda damska,Domora,98.14,46.71,2026-03-06,true,false
1492,Wysoki Moda Basic,Moda damska,Vesto,366.39,209.71,2024-12-09,true,false
1494,Herbata Moda Premium,Moda damska,Aurea,127.91,71.11,2026-04-22,true,false
1498,Zobaczyć Moda Pro,Moda damska,Vantex,174.74,85.21,2025-05-04,true,false
1500,Sowa Moda Pro,Moda damska,Bellure,150.71,73.73,2025-09-13,true,false
1505,Gorączka Moda Classic,Moda damska,Aurea,165.84,97.68,2024-11-09,true,false
1506,Otworzyć Moda Pro,Moda damska,Tessera,313.87,169.68,2024-11-07,true,false
1509,Typ Moda Premium,Moda damska,Kidzo,91.57,52.15,2026-03-13,true,false
1513,Pszczoła Moda Classic,Moda damska,Vantex,176.56,93.67,2025-01-14,true,false
1514,Za Moda Classic,Moda damska,Bellure,146.96,77.36,2025-11-16,true,false
1521,Różny Moda Basic,Moda damska,Aurea,91.98,47.14,2026-06-29,true,false
1525,Olej Moda Basic,Moda damska,Ecolen,305.96,189.77,2025-10-10,true,false
1526,Mocz Moda Pro,Moda damska,Tessera,231.44,129.27,2024-12-27,true,false
1527,Silny Moda Classic,Moda damska,Nordly,98.84,52.66,2025-05-09,true,false
1529,Zmęczony Moda Classic,Moda damska,Tessera,381.74,226.47,2026-05-08,false,false
1531,Partia Moda Basic,Moda damska,Ecolen,206.41,124.27,2026-06-19,true,false
1533,Samiec Moda Premium,Moda damska,Ecolen,385.16,196.31,2025-04-13,true,false
1540,Minuta Moda Classic,Moda damska,MaxFit,201.13,102.61,2026-02-17,true,false
1546,Zysk Moda Pro,Moda damska,Ecolen,228.02,84.10,2025-12-17,true,false
