"order_id","customer_id","order_date","order_status","payment_method","shipping_cost","total_amount","marketing_channel"
64,2176,2025-05-11,Delivered,Karta,14.99,2570.61,Newsletter
65,1853,2025-02-16,Delivered,Karta,14.99,2316.00,Organic
66,3206,2026-08-06,Processing,BLIK,0.00,435.81,Meta Ads
67,1774,2025-03-23,Delivered,Karta,9.99,4338.00,Organic
68,3817,2026-05-30,Returned,Karta,14.99,3707.85,Google Ads
69,4807,2025-12-12,Delivered,Karta,9.99,85.54,Meta Ads
70,1154,2025-04-24,Returned,BLIK,12.99,963.13,Meta Ads
71,475,2025-10-27,Delivered,BLIK,0.00,210.74,Referral
72,2608,2026-04-05,Returned,BLIK,0.00,312.66,Meta Ads
73,252,2026-05-13,Delivered,Przelew,0.00,40.83,Google Ads
74,1879,2024-12-16,Delivered,Karta,12.99,1378.00,Meta Ads
75,1402,2025-04-06,Delivered,BLIK,12.99,900.94,Meta Ads
76,3112,2025-04-15,Delivered,Karta,9.99,829.05,Organic
77,3056,2024-10-08,Returned,Karta,9.99,5435.09,Influencer
78,4466,2025-11-23,Delivered,BLIK,0.00,2277.18,Meta Ads
79,3244,2026-04-01,Delivered,BLIK,9.99,218.35,Meta Ads
80,1564,2025-05-07,Delivered,BLIK,9.99,1026.70,Meta Ads
81,4595,2026-01-12,Returned,Karta,9.99,724.84,Google Ads
82,1959,2025-11-29,Delivered,Za pobraniem,0.00,871.51,Influencer
83,3755,2025-05-26,Delivered,BLIK,14.99,1695.64,Meta Ads
84,2784,2024-11-16,Delivered,BLIK,14.99,3839.49,Meta Ads
85,1219,2025-12-01,Delivered,Przelew,0.00,611.97,Referral
87,1509,2025-12-11,Shipped,Przelew,12.99,293.94,Google Ads
88,2856,2024-09-03,Delivered,PayPo,12.99,1682.70,Organic
90,3363,2024-10-21,Delivered,BLIK,0.00,948.77,Organic
91,3054,2025-10-06,Processing,PayPo,14.99,3243.57,Organic
92,2957,2026-02-13,Delivered,BLIK,9.99,82.34,Google Ads
32,2025,2024-09-08,Delivered,BLIK,0.00,2035.43,Meta Ads
35,369,2024-12-26,Delivered,Karta,0.00,2090.88,Newsletter
60,1143,2026-03-28,Shipped,BLIK,9.99,6778.80,Referral
89,3434,2024-12-26,Delivered,BLIK,0.00,1861.92,Newsletter
93,3642,2024-11-27,Returned,BLIK,14.99,1839.00,Meta Ads
94,1905,2026-04-23,Delivered,BLIK,0.00,1846.81,Meta Ads
95,3418,2025-10-06,Cancelled,Przelew,0.00,239.93,Influencer
96,855,2025-12-31,Delivered,Karta,9.99,2376.83,Google Ads
98,2181,2024-11-15,Delivered,BLIK,9.99,1752.65,Meta Ads
99,3196,2026-05-09,Delivered,BLIK,9.99,9.99,Google Ads
100,4069,2024-11-02,Processing,BLIK,14.99,2133.16,Organic
101,4305,2025-05-11,Delivered,BLIK,0.00,2958.00,Meta Ads
102,3119,2026-04-07,Delivered,BLIK,14.99,800.77,Newsletter
103,3302,2026-05-28,Delivered,BLIK,0.00,926.49,Organic
105,3987,2025-11-27,Delivered,BLIK,9.99,4179.65,Meta Ads
106,4826,2025-12-26,Delivered,Przelew,12.99,814.11,Meta Ads
107,4338,2026-04-21,Returned,BLIK,0.00,654.15,Organic
109,4603,2026-03-10,Delivered,Karta,9.99,3292.11,Organic
110,2937,2025-08-26,Processing,BLIK,12.99,608.69,Google Ads
111,4131,2025-07-29,Returned,Karta,12.99,1516.29,Influencer
112,1951,2025-06-02,Delivered,BLIK,14.99,1910.13,Newsletter
113,4835,2025-09-07,Delivered,BLIK,0.00,388.38,Referral
114,3786,2026-07-26,Delivered,Karta,12.99,2299.88,Influencer
115,4646,2025-10-02,Shipped,BLIK,0.00,3156.92,Google Ads
118,4256,2025-12-20,Delivered,BLIK,0.00,1209.73,Google Ads
119,1576,2026-03-29,Delivered,BLIK,14.99,1262.91,Meta Ads
121,3340,2025-11-19,Delivered,Karta,0.00,854.54,Referral
122,3180,2025-10-27,Delivered,BLIK,12.99,294.26,Meta Ads
123,4509,2026-04-16,Delivered,PayPo,9.99,1288.94,Meta Ads
124,4144,2026-03-24,Delivered,PayPo,14.99,440.67,Meta Ads
125,3796,2024-11-25,Delivered,Karta,9.99,400.67,Meta Ads
126,2587,2026-04-10,Delivered,BLIK,9.99,1816.25,Meta Ads
127,178,2025-06-08,Delivered,Karta,0.00,422.69,Influencer
129,286,2026-05-03,Processing,Karta,9.99,1064.08,Meta Ads
130,4066,2025-06-21,Delivered,PayPo,14.99,409.30,Referral
131,4377,2026-03-19,Delivered,BLIK,9.99,367.48,Referral
132,4092,2025-02-22,Delivered,Karta,9.99,1758.04,Google Ads
133,3297,2024-09-16,Delivered,Karta,0.00,725.02,Referral
134,1070,2025-08-26,Delivered,Karta,0.00,370.68,Google Ads
135,4395,2024-11-23,Delivered,PayPo,12.99,441.61,Meta Ads
136,2046,2026-02-24,Delivered,BLIK,14.99,55.02,Google Ads
137,3760,2025-02-02,Delivered,BLIK,0.00,1781.33,Meta Ads
138,2221,2025-07-14,Returned,Za pobraniem,14.99,477.98,Newsletter
139,4470,2024-11-26,Delivered,BLIK,12.99,3287.40,Organic
141,3938,2026-03-14,Delivered,Karta,0.00,84.40,Referral
142,4573,2024-11-10,Delivered,Karta,12.99,867.42,Organic
143,2882,2025-11-18,Delivered,PayPo,0.00,2517.82,Meta Ads
144,1567,2026-06-05,Delivered,PayPo,12.99,901.83,Newsletter
145,2215,2025-12-11,Delivered,BLIK,9.99,335.49,Organic
147,2119,2024-11-14,Delivered,Karta,9.99,807.96,Meta Ads
148,3416,2025-02-19,Delivered,BLIK,0.00,227.72,Meta Ads
149,4850,2026-05-29,Delivered,Karta,9.99,735.97,Organic
151,4847,2025-11-22,Delivered,BLIK,12.99,3460.43,Newsletter
152,4910,2025-12-02,Delivered,Przelew,0.00,1386.04,Google Ads
153,1000,2025-06-04,Delivered,BLIK,14.99,326.79,Google Ads
154,2108,2024-10-10,Delivered,Karta,0.00,2667.33,Influencer
155,2623,2026-03-21,Delivered,Karta,14.99,634.04,Organic
156,1297,2025-12-26,Delivered,Karta,9.99,559.04,Meta Ads
157,155,2025-07-08,Delivered,PayPo,12.99,810.12,Newsletter
158,2076,2026-05-21,Delivered,BLIK,0.00,672.81,Influencer
159,4417,2025-04-01,Delivered,Karta,0.00,428.27,Meta Ads
160,1521,2025-03-12,Shipped,BLIK,12.99,187.63,Google Ads
161,4318,2026-05-20,Delivered,BLIK,0.00,305.08,Meta Ads
162,520,2026-03-27,Cancelled,Za pobraniem,0.00,1495.34,Google Ads
163,3854,2025-09-19,Delivered,Karta,12.99,902.78,Meta Ads
164,2873,2024-11-25,Delivered,Karta,14.99,276.52,Newsletter
165,4531,2024-12-10,Delivered,PayPo,0.00,501.56,Meta Ads
166,961,2025-11-16,Delivered,Karta,14.99,1086.28,Organic
167,218,2025-05-04,Delivered,Karta,14.99,289.29,Google Ads
168,1336,2026-04-05,Delivered,Przelew,0.00,979.94,Newsletter
169,4068,2026-07-21,Delivered,BLIK,0.00,1217.67,Google Ads
170,1348,2026-03-13,Delivered,Za pobraniem,0.00,1015.65,Meta Ads
171,3833,2025-05-15,Delivered,Karta,9.99,8423.97,Google Ads
172,1526,2026-03-21,Delivered,Za pobraniem,12.99,826.63,Meta Ads
173,2016,2025-04-21,Delivered,PayPo,12.99,551.91,Organic
174,561,2024-12-31,Delivered,BLIK,0.00,832.67,Influencer
176,3865,2025-05-22,Returned,Karta,9.99,986.45,Meta Ads
177,4315,2026-05-28,Delivered,Karta,0.00,906.78,Google Ads
178,2940,2025-01-12,Processing,Za pobraniem,9.99,272.84,Google Ads
179,2554,2024-12-06,Returned,PayPo,12.99,520.53,Organic
180,269,2026-07-10,Delivered,BLIK,0.00,641.48,Meta Ads
181,2840,2024-09-11,Delivered,Karta,9.99,896.61,Google Ads
182,319,2026-03-21,Delivered,BLIK,0.00,2342.48,Meta Ads
183,4947,2025-03-06,Cancelled,PayPo,0.00,1467.51,Meta Ads
108,3900,2024-11-25,Delivered,PayPo,9.99,1148.97,Google Ads
150,2576,2025-12-21,Delivered,PayPo,9.99,1612.62,Meta Ads
104,3163,2025-09-03,Shipped,BLIK,0.00,841.75,Newsletter
140,679,2025-03-29,Delivered,Przelew,0.00,95.67,Google Ads
116,4445,2026-07-24,Delivered,Karta,14.99,2746.58,Newsletter
120,2028,2025-12-18,Delivered,BLIK,12.99,1383.15,Influencer
128,2090,2025-02-16,Delivered,Karta,0.00,4988.42,Meta Ads
184,2987,2024-09-07,Delivered,BLIK,0.00,739.41,Newsletter
185,4378,2026-06-23,Delivered,Karta,12.99,1198.63,Meta Ads
186,2248,2024-11-14,Delivered,Karta,12.99,48.86,Google Ads
187,4214,2025-10-09,Delivered,PayPo,0.00,2781.12,Newsletter
188,3541,2025-02-17,Returned,Karta,0.00,1402.00,Organic
189,901,2024-10-08,Delivered,Karta,0.00,999.90,Meta Ads
190,2339,2024-10-27,Delivered,BLIK,14.99,498.63,Meta Ads
191,4881,2024-11-09,Delivered,Karta,9.99,464.66,Newsletter
192,3626,2024-10-03,Delivered,BLIK,12.99,920.30,Meta Ads
193,1954,2026-02-01,Cancelled,BLIK,0.00,880.03,Referral
194,1671,2025-08-28,Shipped,Przelew,0.00,638.36,Meta Ads
195,4467,2025-04-10,Delivered,Karta,14.99,1735.91,Google Ads
196,325,2025-06-22,Delivered,BLIK,0.00,2015.66,Meta Ads
198,4568,2026-06-15,Shipped,PayPo,12.99,4376.93,Meta Ads
199,4955,2025-12-27,Delivered,Karta,0.00,135.58,Meta Ads
200,3704,2026-05-22,Delivered,Przelew,0.00,1076.08,Influencer
201,2654,2025-03-28,Delivered,Karta,0.00,746.84,Meta Ads
202,946,2025-05-30,Delivered,Karta,0.00,4389.47,Referral
204,86,2025-11-20,Delivered,Przelew,0.00,193.52,Organic
205,4001,2025-08-26,Returned,BLIK,12.99,862.35,Meta Ads
206,4812,2025-05-13,Delivered,BLIK,9.99,1638.58,Google Ads
207,1900,2026-08-06,Delivered,BLIK,0.00,7042.75,Organic
208,459,2026-03-17,Returned,BLIK,14.99,881.17,Influencer
210,3522,2026-01-24,Delivered,PayPo,14.99,1598.32,Meta Ads
212,1754,2024-11-25,Delivered,BLIK,0.00,1065.38,Meta Ads
213,1747,2025-04-10,Delivered,BLIK,0.00,195.71,Influencer
214,436,2025-05-24,Delivered,BLIK,9.99,4159.58,Organic
215,4475,2024-09-07,Shipped,Za pobraniem,0.00,1570.22,Google Ads
216,2617,2026-03-20,Delivered,Za pobraniem,12.99,1574.75,Meta Ads
217,3368,2025-04-10,Delivered,Karta,14.99,10235.13,Meta Ads
218,2977,2025-10-01,Shipped,Karta,0.00,223.49,Meta Ads
220,4205,2024-12-09,Delivered,BLIK,12.99,322.41,Google Ads
221,4467,2026-05-26,Delivered,BLIK,0.00,1469.24,Referral
223,431,2026-07-29,Delivered,Karta,0.00,293.01,Influencer
224,2006,2026-08-06,Delivered,Karta,0.00,4859.20,Influencer
225,4463,2025-05-03,Returned,PayPo,0.00,561.32,Meta Ads
226,3046,2025-03-05,Delivered,PayPo,12.99,351.20,Organic
227,2906,2026-04-14,Delivered,PayPo,0.00,522.17,Referral
228,4890,2026-08-06,Delivered,BLIK,14.99,556.10,Organic
229,3457,2025-11-27,Delivered,BLIK,14.99,77.07,Organic
230,190,2026-03-13,Delivered,Karta,0.00,6599.23,Meta Ads
231,135,2026-03-13,Processing,Karta,9.99,72.26,Referral
232,2627,2025-04-12,Returned,Przelew,14.99,242.65,Referral
233,2820,2025-10-04,Delivered,Karta,14.99,306.40,Meta Ads
234,24,2026-04-15,Delivered,BLIK,0.00,359.16,Organic
235,784,2025-12-31,Delivered,PayPo,0.00,410.93,Organic
236,2862,2024-09-17,Delivered,Przelew,0.00,972.14,Google Ads
238,859,2024-11-24,Delivered,Karta,0.00,104.41,Meta Ads
239,1980,2025-01-19,Delivered,BLIK,12.99,797.03,Organic
240,4409,2026-05-14,Returned,BLIK,14.99,1521.69,Google Ads
241,1758,2024-09-19,Delivered,Przelew,14.99,1593.62,Referral
242,4101,2024-12-04,Delivered,BLIK,0.00,1990.46,Organic
243,3387,2025-03-20,Delivered,Karta,12.99,612.37,Meta Ads
244,3722,2025-11-18,Delivered,BLIK,9.99,1490.97,Referral
245,90,2025-09-28,Cancelled,BLIK,9.99,982.37,Google Ads
246,4126,2024-12-13,Delivered,BLIK,14.99,267.35,Google Ads
247,710,2024-12-29,Shipped,PayPo,12.99,545.64,Organic
249,2149,2025-09-03,Delivered,Karta,12.99,1031.56,Newsletter
250,1398,2025-02-04,Processing,Karta,14.99,375.17,Organic
251,1856,2026-07-27,Delivered,Karta,14.99,594.51,Meta Ads
252,2933,2025-07-02,Delivered,Karta,14.99,1912.36,Meta Ads
253,1771,2024-10-31,Delivered,Karta,12.99,513.03,Google Ads
254,3698,2026-01-17,Delivered,Za pobraniem,9.99,1393.76,Referral
255,2395,2025-04-18,Delivered,BLIK,9.99,818.27,Organic
256,2643,2025-11-22,Delivered,Za pobraniem,12.99,4647.02,Organic
257,3010,2025-02-04,Delivered,BLIK,0.00,119.54,Newsletter
259,1024,2026-02-28,Delivered,PayPo,12.99,674.65,Meta Ads
260,2464,2026-06-22,Delivered,Karta,9.99,218.09,Newsletter
261,2859,2025-02-09,Delivered,Karta,9.99,689.44,Meta Ads
262,4553,2025-04-12,Delivered,Karta,14.99,15129.14,Newsletter
263,4241,2025-07-24,Delivered,BLIK,14.99,215.48,Meta Ads
264,4026,2026-06-16,Delivered,BLIK,12.99,754.11,Meta Ads
265,4705,2026-05-14,Delivered,Karta,9.99,999.32,Influencer
268,1679,2025-08-11,Returned,BLIK,0.00,455.43,Referral
269,2830,2024-11-10,Delivered,Karta,9.99,883.12,Meta Ads
270,755,2025-04-18,Cancelled,PayPo,0.00,2547.67,Google Ads
271,1606,2024-11-18,Delivered,BLIK,0.00,231.87,Meta Ads
272,3179,2025-11-19,Returned,BLIK,12.99,96.18,Google Ads
273,2583,2026-07-20,Delivered,Karta,0.00,188.45,Meta Ads
275,3552,2025-05-27,Delivered,BLIK,0.00,984.21,Meta Ads
237,2095,2025-04-13,Delivered,PayPo,12.99,2084.50,Referral
211,3321,2025-02-01,Shipped,BLIK,14.99,603.84,Influencer
222,587,2025-11-30,Delivered,Karta,9.99,856.87,Meta Ads
209,2656,2025-06-01,Delivered,Karta,14.99,14.99,Meta Ads
266,1622,2024-11-05,Returned,BLIK,0.00,951.42,Meta Ads
219,297,2024-10-21,Delivered,Karta,0.00,853.63,Meta Ads
276,2780,2025-11-16,Delivered,Karta,9.99,272.93,Newsletter
277,1744,2026-04-09,Delivered,Karta,12.99,2450.83,Meta Ads
278,259,2024-11-29,Delivered,PayPo,0.00,539.02,Influencer
279,2380,2025-12-11,Delivered,BLIK,0.00,278.10,Referral
280,1126,2025-06-09,Shipped,PayPo,0.00,1427.65,Organic
281,4199,2024-12-24,Delivered,Karta,0.00,1242.07,Meta Ads
282,721,2025-05-13,Delivered,Karta,0.00,524.36,Google Ads
283,4613,2024-10-17,Delivered,Karta,12.99,846.74,Google Ads
284,1713,2025-12-02,Delivered,Przelew,0.00,618.32,Referral
285,1719,2025-02-25,Delivered,BLIK,0.00,920.15,Google Ads
286,3639,2025-03-23,Delivered,Karta,12.99,2326.61,Meta Ads
287,4669,2024-11-28,Delivered,BLIK,0.00,366.95,Google Ads
288,4686,2026-05-30,Cancelled,BLIK,0.00,124.85,Meta Ads
290,1787,2025-10-17,Delivered,PayPo,9.99,612.63,Google Ads
292,3835,2025-06-14,Returned,Przelew,0.00,2109.16,Meta Ads
293,3401,2024-12-13,Delivered,BLIK,12.99,931.25,Influencer
294,1580,2026-01-17,Processing,PayPo,12.99,1662.00,Google Ads
295,3482,2024-11-22,Delivered,Karta,9.99,305.56,Influencer
296,4077,2024-11-14,Delivered,PayPo,14.99,192.65,Google Ads
297,3912,2025-12-07,Returned,BLIK,14.99,628.92,Organic
298,1700,2024-12-24,Shipped,BLIK,0.00,1500.48,Newsletter
299,1751,2025-03-01,Delivered,PayPo,12.99,3219.44,Meta Ads
300,2171,2025-07-14,Delivered,PayPo,12.99,613.02,Organic
301,1695,2025-07-28,Delivered,BLIK,9.99,2012.19,Newsletter
302,1118,2025-12-18,Delivered,BLIK,9.99,1624.11,Meta Ads
303,4900,2025-11-05,Delivered,PayPo,0.00,1572.60,Meta Ads
304,2354,2025-11-11,Delivered,Karta,0.00,1089.56,Referral
305,2409,2025-12-16,Delivered,Za pobraniem,0.00,2336.16,Organic
306,4169,2025-03-26,Delivered,BLIK,0.00,1102.90,Google Ads
307,2237,2025-03-19,Delivered,PayPo,14.99,4392.81,Meta Ads
308,4995,2025-06-03,Delivered,Przelew,12.99,969.43,Organic
309,310,2025-03-25,Delivered,BLIK,0.00,878.38,Meta Ads
310,4712,2026-08-06,Delivered,Karta,12.99,17074.94,Google Ads
311,2716,2026-03-12,Shipped,BLIK,0.00,1957.67,Meta Ads
312,4987,2024-12-27,Delivered,Karta,0.00,141.69,Influencer
315,2203,2025-01-07,Delivered,Karta,12.99,1661.43,Referral
316,2585,2024-11-25,Delivered,Karta,0.00,1360.87,Newsletter
317,493,2025-09-24,Returned,BLIK,12.99,1330.63,Google Ads
319,3298,2026-01-01,Delivered,BLIK,0.00,5008.95,Referral
320,2023,2024-12-14,Delivered,BLIK,0.00,1192.03,Meta Ads
321,3755,2025-05-28,Delivered,BLIK,0.00,3189.10,Organic
323,3179,2026-03-20,Delivered,PayPo,0.00,931.06,Meta Ads
325,3420,2026-06-23,Delivered,BLIK,12.99,1309.81,Google Ads
326,607,2025-09-06,Delivered,PayPo,14.99,205.41,Organic
328,467,2024-11-08,Returned,PayPo,12.99,1684.19,Google Ads
329,1217,2025-10-30,Delivered,BLIK,14.99,67.07,Meta Ads
330,3570,2025-02-16,Delivered,BLIK,0.00,258.05,Meta Ads
331,1479,2025-06-09,Delivered,BLIK,0.00,45.78,Meta Ads
332,3341,2025-11-11,Delivered,Karta,0.00,1758.89,Google Ads
333,887,2025-02-27,Delivered,BLIK,0.00,891.44,Google Ads
334,2767,2024-10-28,Returned,Karta,9.99,1062.54,Meta Ads
335,82,2024-09-24,Delivered,BLIK,0.00,1035.66,Meta Ads
336,1243,2024-09-28,Delivered,BLIK,12.99,294.21,Meta Ads
337,3068,2024-09-19,Delivered,BLIK,0.00,981.13,Referral
338,3919,2024-11-22,Delivered,BLIK,9.99,600.34,Meta Ads
339,1673,2025-01-23,Delivered,BLIK,0.00,1826.37,Meta Ads
340,1828,2024-12-10,Delivered,PayPo,14.99,822.73,Meta Ads
341,601,2026-08-06,Delivered,BLIK,9.99,1146.10,Meta Ads
343,2542,2024-11-19,Delivered,BLIK,14.99,852.81,Referral
344,3550,2025-10-11,Returned,PayPo,12.99,395.51,Newsletter
346,448,2025-12-16,Delivered,Karta,0.00,134.18,Organic
348,4045,2025-10-21,Delivered,BLIK,0.00,1939.93,Google Ads
349,1728,2025-12-19,Delivered,PayPo,0.00,1128.54,Google Ads
350,3117,2026-01-27,Returned,Za pobraniem,0.00,339.63,Meta Ads
351,4010,2025-12-25,Delivered,BLIK,9.99,4647.48,Google Ads
352,2481,2026-05-20,Delivered,Za pobraniem,12.99,2122.79,Google Ads
353,39,2026-05-10,Shipped,Karta,14.99,4921.15,Google Ads
354,3952,2025-10-09,Delivered,BLIK,0.00,295.47,Meta Ads
355,3953,2025-06-02,Delivered,Przelew,14.99,2041.38,Organic
356,4686,2025-11-08,Delivered,Karta,9.99,169.80,Google Ads
357,1122,2026-03-15,Delivered,Za pobraniem,0.00,258.26,Meta Ads
358,3821,2024-09-12,Delivered,BLIK,0.00,1584.51,Google Ads
359,4488,2026-08-02,Delivered,Za pobraniem,0.00,51.72,Meta Ads
360,3391,2024-12-24,Delivered,Karta,0.00,1272.99,Meta Ads
361,611,2025-07-18,Delivered,BLIK,14.99,50.27,Google Ads
363,1560,2025-01-08,Delivered,BLIK,0.00,2632.45,Newsletter
364,4258,2025-08-24,Delivered,Przelew,9.99,5254.24,Google Ads
365,2285,2024-11-07,Shipped,Karta,14.99,1382.83,Meta Ads
366,207,2025-05-05,Delivered,BLIK,9.99,1014.32,Referral
367,4027,2024-12-02,Delivered,BLIK,0.00,302.66,Organic
289,2975,2025-08-09,Delivered,Karta,12.99,1276.12,Newsletter
313,1145,2024-09-01,Delivered,Karta,0.00,7040.21,Meta Ads
342,533,2025-03-07,Delivered,BLIK,9.99,2342.73,Google Ads
291,1334,2025-10-26,Delivered,PayPo,0.00,225.87,Newsletter
314,4016,2024-10-08,Delivered,BLIK,0.00,169.41,Organic
324,1286,2026-04-15,Delivered,BLIK,0.00,1153.14,Organic
347,1194,2025-03-04,Delivered,Przelew,0.00,1372.09,Google Ads
368,3797,2025-04-22,Delivered,Za pobraniem,0.00,1577.05,Influencer
369,1885,2025-05-08,Delivered,Karta,9.99,232.38,Meta Ads
370,1696,2026-08-06,Delivered,PayPo,0.00,1632.99,Google Ads
371,2202,2026-08-03,Delivered,BLIK,0.00,575.60,Organic
372,2384,2024-11-18,Delivered,PayPo,14.99,1611.50,Meta Ads
373,4962,2026-01-09,Delivered,Za pobraniem,14.99,675.69,Influencer
375,1814,2024-09-22,Delivered,BLIK,14.99,4518.42,Meta Ads
376,2911,2024-11-23,Delivered,BLIK,9.99,1103.70,Organic
377,402,2026-07-18,Delivered,Przelew,0.00,823.41,Referral
378,2534,2026-06-15,Delivered,BLIK,12.99,370.56,Meta Ads
379,2174,2024-12-20,Cancelled,PayPo,9.99,506.88,Meta Ads
381,4626,2025-01-21,Delivered,BLIK,9.99,770.60,Newsletter
382,432,2025-09-29,Delivered,BLIK,0.00,481.27,Influencer
383,983,2025-10-06,Delivered,Karta,0.00,494.82,Google Ads
385,3460,2026-02-08,Delivered,BLIK,12.99,111.26,Newsletter
388,2006,2025-11-22,Delivered,BLIK,14.99,519.37,Google Ads
389,2114,2025-06-01,Delivered,Przelew,14.99,593.53,Google Ads
390,1718,2026-03-18,Delivered,BLIK,0.00,2400.67,Referral
391,4424,2026-03-04,Delivered,PayPo,14.99,605.69,Organic
392,1252,2025-03-14,Returned,PayPo,0.00,10269.05,Organic
393,2595,2025-04-22,Delivered,BLIK,12.99,5300.66,Meta Ads
394,3971,2026-06-02,Processing,Karta,14.99,735.45,Meta Ads
395,1156,2024-12-19,Delivered,Karta,0.00,1996.40,Meta Ads
396,3572,2024-10-21,Delivered,BLIK,9.99,600.90,Meta Ads
397,861,2025-07-23,Delivered,PayPo,9.99,241.42,Google Ads
398,3241,2026-03-20,Delivered,BLIK,0.00,3084.32,Google Ads
400,1870,2026-06-08,Delivered,PayPo,12.99,1408.02,Meta Ads
401,1740,2025-09-09,Processing,PayPo,0.00,2774.53,Meta Ads
402,1613,2024-11-28,Delivered,Za pobraniem,12.99,1070.32,Google Ads
403,1615,2025-11-12,Delivered,Karta,14.99,1538.23,Google Ads
404,2105,2026-02-02,Delivered,Karta,12.99,355.00,Google Ads
405,1351,2024-11-15,Delivered,Karta,0.00,1221.75,Influencer
406,426,2024-12-26,Delivered,BLIK,12.99,966.39,Newsletter
407,2143,2024-09-09,Delivered,PayPo,0.00,511.59,Meta Ads
408,1586,2025-11-13,Delivered,BLIK,0.00,1583.75,Organic
411,3775,2026-08-06,Returned,Karta,9.99,1439.93,Meta Ads
412,1905,2024-10-16,Delivered,Za pobraniem,9.99,3346.47,Meta Ads
413,4070,2026-05-27,Delivered,Przelew,12.99,12.99,Referral
414,3707,2026-03-14,Shipped,Za pobraniem,0.00,267.33,Meta Ads
