"order_item_id","order_id","product_id","quantity","unit_price_at_order","discount_pct"
179,88,1118,1,325.53,0.00
180,88,828,1,435.53,0.00
181,88,205,1,388.01,30.00
182,89,1362,1,110.66,0.00
183,89,794,1,184.03,0.00
184,89,1735,1,821.93,0.00
185,90,945,1,256.31,20.00
186,90,951,4,185.93,0.00
187,91,1563,1,333.53,0.00
188,91,1116,3,173.84,10.00
189,92,804,1,90.44,20.00
190,93,1336,1,1217.26,20.00
191,94,117,1,890.70,0.00
192,94,696,3,220.68,15.00
193,95,902,1,191.15,0.00
194,95,641,1,48.78,0.00
195,96,1631,1,466.05,30.00
196,96,158,1,2040.61,0.00
197,97,227,1,365.33,0.00
198,98,761,2,893.62,30.00
199,98,159,1,397.79,0.00
201,100,1227,5,389.89,15.00
202,100,53,2,271.26,15.00
203,101,1489,2,38.87,0.00
204,101,1621,5,395.38,0.00
205,102,1584,1,315.75,0.00
206,102,1719,1,330.36,0.00
207,103,838,1,92.00,0.00
208,103,871,1,834.49,0.00
209,104,378,1,312.97,0.00
210,104,1445,1,440.57,15.00
211,104,394,1,154.30,0.00
212,105,1896,2,333.11,10.00
213,105,914,1,141.84,10.00
214,105,1482,1,31.10,10.00
215,106,629,3,106.07,0.00
216,106,894,2,93.57,0.00
217,106,981,1,295.77,0.00
218,107,1759,1,385.58,0.00
220,108,619,2,48.16,0.00
221,108,393,5,181.89,10.00
222,108,1126,2,124.53,10.00
223,109,1755,2,253.68,0.00
224,109,1600,1,528.13,10.00
225,109,254,1,532.43,0.00
226,109,824,1,1206.09,0.00
227,110,404,2,276.13,10.00
228,110,995,1,98.67,0.00
229,111,195,1,1503.30,0.00
230,112,826,3,88.18,0.00
231,112,540,1,288.00,10.00
232,112,898,4,389.31,20.00
233,113,485,1,273.07,0.00
234,114,1755,1,253.68,0.00
235,114,798,2,880.63,0.00
236,115,1943,1,160.49,0.00
237,115,1380,1,190.20,0.00
238,115,1372,2,152.53,0.00
239,115,1668,2,500.27,0.00
240,116,371,2,194.64,30.00
241,117,190,4,223.20,0.00
242,117,1770,1,285.03,15.00
243,118,341,1,141.99,10.00
244,119,996,1,307.10,0.00
245,119,1254,2,522.68,10.00
246,120,262,3,257.43,0.00
247,120,1298,1,102.15,20.00
248,121,927,1,143.42,10.00
249,121,1233,1,389.57,0.00
250,121,928,1,243.91,0.00
251,122,735,1,281.27,0.00
252,123,1196,1,917.93,0.00
253,123,724,1,309.42,10.00
254,123,211,1,82.54,0.00
255,124,1105,2,109.26,0.00
256,124,1483,1,230.18,10.00
257,125,1008,1,152.94,0.00
258,126,1213,1,474.32,0.00
259,126,27,1,462.65,20.00
260,126,1062,1,121.40,0.00
261,126,1049,2,840.42,50.00
262,127,1522,1,41.18,0.00
263,127,861,1,381.51,0.00
264,128,207,2,176.71,0.00
265,128,92,1,659.60,20.00
266,128,1276,3,1521.23,10.00
267,129,991,1,181.67,0.00
268,129,14,1,872.42,0.00
269,130,680,1,394.31,0.00
270,131,578,1,268.06,0.00
271,131,79,1,89.43,0.00
272,132,425,1,130.21,0.00
143,72,-1,1,312.66,0.00
273,132,1860,1,271.25,0.00
274,132,1310,1,942.82,0.00
275,132,1629,3,41.40,15.00
276,133,1517,1,725.02,0.00
277,134,1870,2,185.34,0.00
278,135,1836,1,51.72,0.00
279,135,1462,2,188.45,0.00
280,136,1820,1,40.03,0.00
281,137,742,1,271.50,0.00
282,138,1346,1,81.68,0.00
283,138,370,1,381.31,0.00
284,139,1667,1,515.39,10.00
285,139,1209,2,302.34,0.00
286,139,175,2,1255.91,15.00
287,139,611,1,141.66,50.00
288,140,1007,1,112.55,15.00
289,141,1089,1,99.30,15.00
290,142,557,1,134.42,30.00
291,142,422,1,149.58,0.00
292,142,1198,1,351.40,0.00
293,142,1742,1,259.36,0.00
294,143,745,1,343.65,30.00
295,143,22,1,1938.61,0.00
296,144,1791,1,377.67,15.00
297,144,1982,1,233.91,0.00
298,144,473,1,333.91,0.00
299,145,1179,1,132.48,20.00
300,145,1999,1,135.58,0.00
301,146,162,1,261.53,15.00
302,146,255,1,43.71,0.00
303,146,1065,1,882.50,0.00
304,147,1322,3,155.89,0.00
305,147,982,1,232.43,0.00
306,148,482,1,227.72,0.00
307,149,287,1,63.30,15.00
308,149,785,1,672.18,0.00
309,150,869,3,113.32,0.00
310,150,1339,3,388.54,0.00
311,150,1328,1,114.18,15.00
312,151,1289,1,383.75,0.00
313,151,1367,1,2374.00,0.00
314,151,1467,2,277.10,0.00
315,151,734,1,135.49,0.00
316,152,407,1,537.88,10.00
317,152,160,3,162.84,0.00
318,152,854,2,229.68,10.00
319,153,1593,1,311.80,0.00
320,154,196,1,35.34,0.00
321,154,1869,1,572.85,0.00
322,155,1235,1,173.90,10.00
323,155,1768,1,462.54,0.00
324,156,414,1,549.05,0.00
325,157,1645,2,377.37,10.00
326,157,710,1,117.86,0.00
328,158,284,3,45.62,10.00
329,158,1209,1,302.34,0.00
330,158,1417,1,74.95,0.00
331,159,1895,2,86.64,0.00
332,159,611,2,141.66,10.00
333,160,851,1,174.64,0.00
334,161,391,1,71.80,0.00
335,161,442,2,116.64,0.00
336,162,1142,2,747.67,0.00
337,163,1073,1,756.86,0.00
338,163,844,1,189.90,30.00
339,164,162,1,261.53,0.00
340,165,299,1,286.82,0.00
341,165,1394,1,214.74,0.00
342,166,428,4,297.58,10.00
343,167,618,1,62.53,0.00
344,168,1533,1,385.16,50.00
345,168,133,2,352.11,0.00
346,168,1821,2,46.19,10.00
347,169,335,1,332.70,0.00
348,170,1790,1,691.10,0.00
349,170,1284,1,324.55,0.00
350,171,1238,1,83.36,10.00
351,171,500,1,557.49,10.00
352,171,8,5,1500.42,0.00
353,171,803,1,335.11,0.00
354,172,452,2,364.60,20.00
355,172,531,1,68.29,0.00
356,172,1553,1,161.99,0.00
357,173,1422,1,320.48,10.00
358,173,661,1,294.69,15.00
359,174,785,1,672.18,0.00
360,175,299,1,286.82,15.00
361,175,1966,1,248.61,15.00
362,176,548,1,601.28,20.00
363,176,1322,2,155.89,30.00
364,176,648,2,163.05,15.00
365,177,376,1,387.55,20.00
366,177,201,2,298.37,0.00
367,178,301,1,262.85,0.00
368,179,1607,1,563.93,10.00
369,180,545,1,712.75,10.00
370,181,966,1,674.28,0.00
371,181,1806,1,73.96,10.00
372,181,1365,1,145.78,0.00
373,182,303,4,381.09,0.00
374,182,387,1,473.52,0.00
375,182,846,1,344.60,0.00
376,183,1208,1,173.52,0.00
377,183,586,3,119.85,0.00
378,184,1913,5,106.44,0.00
379,184,1416,3,69.07,0.00
380,185,1833,1,1185.64,0.00
381,186,1438,1,35.87,0.00
382,187,1493,1,2061.06,10.00
383,187,1285,1,107.52,30.00
384,188,682,5,280.40,0.00
385,189,1999,1,135.58,15.00
386,189,1372,2,152.53,15.00
387,190,1059,2,241.82,0.00
388,191,102,1,454.67,0.00
389,192,625,1,534.34,0.00
390,192,1821,1,46.19,50.00
391,192,707,1,388.75,10.00
392,193,531,2,68.29,30.00
393,193,440,1,784.42,0.00
394,194,986,4,75.92,0.00
395,194,1715,1,86.98,15.00
396,194,1900,1,260.75,0.00
397,195,1616,1,844.97,0.00
398,195,1804,5,175.19,0.00
399,196,1091,2,228.21,10.00
400,196,1937,2,175.33,0.00
401,196,1885,1,1254.22,0.00
403,197,618,1,62.53,0.00
404,198,1483,4,230.18,0.00
405,198,1566,1,518.30,0.00
406,198,1583,1,2100.81,15.00
407,198,1915,3,73.26,0.00
408,199,1999,1,135.58,0.00
409,200,721,1,229.01,15.00
410,200,1711,1,206.87,0.00
411,200,688,1,674.55,0.00
412,201,805,2,136.71,10.00
413,201,1690,1,282.67,10.00
414,201,1010,1,246.36,0.00
415,202,75,1,770.40,15.00
416,202,1638,1,87.59,0.00
417,203,724,1,309.42,0.00
418,204,464,2,64.57,0.00
419,205,1092,1,281.64,0.00
420,205,177,1,101.99,10.00
421,205,1843,1,239.53,0.00
422,206,15,1,234.84,20.00
423,206,1068,1,329.76,15.00
424,206,1214,1,53.14,0.00
425,206,793,1,325.03,0.00
426,207,562,3,2037.84,0.00
427,207,1126,1,124.53,0.00
428,207,1051,1,659.07,0.00
429,208,42,1,866.18,0.00
430,209,1767,1,0.00,10.00
431,210,1477,2,615.46,0.00
432,211,1059,2,241.82,0.00
433,212,1234,1,262.28,0.00
434,213,393,1,181.89,10.00
435,213,1287,1,35.57,10.00
436,214,338,1,2226.43,0.00
437,214,1881,1,473.81,0.00
438,214,1921,2,42.22,10.00
439,215,1744,2,785.11,0.00
440,216,1540,1,201.13,0.00
441,216,1741,1,919.45,0.00
442,217,338,5,2226.43,10.00
443,217,161,1,201.20,0.00
444,218,488,4,69.84,20.00
445,219,1936,1,238.48,0.00
446,219,720,1,497.08,0.00
447,220,724,1,309.42,0.00
448,221,1243,2,312.66,0.00
449,222,102,1,454.67,0.00
450,222,645,1,86.24,50.00
451,222,568,1,349.09,0.00
452,223,739,1,293.01,0.00
453,224,729,4,813.74,10.00
454,224,1198,5,351.40,0.00
455,224,1046,1,46.75,0.00
456,224,1442,1,179.98,30.00
457,225,1122,2,145.55,10.00
459,226,1315,1,282.24,0.00
460,227,1582,1,232.49,15.00
461,227,1284,1,324.55,0.00
462,228,1522,1,41.18,0.00
463,228,1116,2,173.84,20.00
464,228,248,3,58.71,0.00
465,229,268,1,46.10,30.00
466,229,1086,1,29.81,0.00
467,230,779,4,1733.92,10.00
468,230,632,1,162.90,0.00
469,230,1883,2,97.11,0.00
470,231,1915,1,73.26,15.00
471,232,520,1,48.29,0.00
472,232,454,1,256.24,30.00
473,233,950,1,291.41,0.00
474,234,1269,2,211.27,15.00
475,235,20,1,65.84,0.00
476,235,1426,3,115.03,0.00
477,236,17,1,159.81,20.00
478,236,693,3,215.23,0.00
479,236,1089,2,99.30,0.00
482,239,279,1,784.04,0.00
483,240,1846,1,0.00,20.00
484,240,1323,1,236.70,0.00
485,241,1787,1,126.70,0.00
486,241,340,1,78.58,0.00
487,242,198,1,141.16,0.00
488,243,682,1,280.40,0.00
489,243,1700,1,318.98,0.00
490,244,1707,1,120.06,0.00
491,244,205,1,388.01,0.00
492,244,1541,1,77.11,0.00
493,244,587,1,895.80,0.00
494,245,968,1,249.40,0.00
495,245,1775,2,361.49,0.00
496,246,1773,1,116.29,0.00
497,246,1799,1,136.07,0.00
498,247,857,2,110.10,0.00
499,247,1421,1,390.56,20.00
500,248,1311,2,432.44,15.00
501,248,1985,1,426.70,0.00
502,249,1129,2,148.88,0.00
503,249,23,1,137.29,0.00
504,249,1314,2,291.76,0.00
505,250,606,5,26.98,15.00
506,250,1182,1,102.44,0.00
507,250,1767,1,0.00,0.00
508,250,1905,1,143.07,0.00
509,251,544,1,360.15,10.00
510,251,1169,1,162.82,0.00
511,252,1015,4,432.55,15.00
512,252,1985,1,426.70,0.00
513,253,1785,1,72.99,0.00
514,253,974,1,147.38,0.00
515,253,998,1,179.77,0.00
516,253,1666,1,99.90,0.00
517,254,1196,1,917.93,0.00
518,254,1995,1,82.09,0.00
519,255,1406,1,653.80,0.00
520,255,1466,1,154.48,0.00
521,256,148,1,584.41,10.00
522,257,1160,2,16.20,10.00
523,257,514,2,45.19,0.00
524,258,1809,2,176.60,0.00
525,259,1938,1,351.06,20.00
526,259,789,1,380.81,0.00
527,260,551,1,223.40,20.00
528,260,1215,1,32.64,10.00
529,261,1198,2,351.40,20.00
530,262,1454,2,4924.63,0.00
531,262,1534,3,547.44,0.00
532,262,1138,2,2012.54,10.00
533,263,506,1,70.55,0.00
534,264,1542,1,0.00,0.00
535,264,1838,5,185.28,20.00
536,265,1804,2,175.19,10.00
537,265,1852,1,55.15,0.00
538,265,719,3,257.85,20.00
539,266,126,3,132.02,0.00
540,266,1023,1,172.05,30.00
541,266,1166,1,216.42,0.00
542,267,202,1,80.57,10.00
543,267,1418,1,219.02,0.00
544,268,1221,1,569.29,20.00
545,269,1801,1,102.50,0.00
546,270,1035,1,183.44,30.00
547,270,1661,1,78.57,0.00
548,270,966,2,674.28,0.00
549,270,680,1,394.31,0.00
550,271,1692,1,49.93,0.00
551,272,420,1,97.87,15.00
552,273,1462,1,188.45,0.00
553,274,1450,1,611.47,15.00
554,274,740,2,89.91,0.00
555,275,256,1,92.52,30.00
556,276,771,1,141.88,0.00
557,276,44,1,121.06,0.00
559,277,1831,1,2011.00,0.00
560,277,1209,1,302.34,10.00
561,278,484,1,177.66,15.00
562,278,205,1,388.01,0.00
564,280,51,1,154.48,0.00
565,280,1475,2,619.18,0.00
566,281,540,1,288.00,0.00
567,281,1456,1,108.37,0.00
568,281,284,1,45.62,0.00
569,282,1433,1,242.22,20.00
570,283,1775,4,361.49,50.00
571,283,1305,1,76.97,0.00
572,283,870,1,42.25,20.00
573,284,1528,1,462.10,0.00
574,284,1705,1,156.22,0.00
576,285,1057,5,122.53,0.00
577,286,787,1,343.53,10.00
578,286,1841,1,748.24,10.00
579,286,18,3,337.35,0.00
580,286,1700,1,318.98,0.00
581,287,213,1,130.08,10.00
582,288,1677,1,146.88,15.00
583,289,1724,1,33.57,0.00
584,289,39,1,1071.66,0.00
585,290,190,3,223.20,10.00
586,291,1111,1,225.87,0.00
587,292,1531,5,206.41,0.00
588,292,146,1,63.26,0.00
589,292,717,1,722.09,0.00
590,292,1314,1,291.76,0.00
591,293,5,1,194.50,10.00
592,293,188,1,205.51,0.00
593,294,137,1,43.09,0.00
594,294,1642,1,60.09,0.00
595,294,1887,1,40.00,10.00
596,295,78,1,260.40,15.00
598,296,484,1,177.66,0.00
599,297,994,1,69.08,0.00
600,297,1919,4,112.72,0.00
601,297,911,1,104.41,10.00
602,298,1878,1,398.67,20.00
603,298,820,1,90.29,15.00
604,298,1901,4,276.20,0.00
605,299,447,1,2201.36,15.00
606,299,298,2,444.07,0.00
607,300,1654,2,176.28,10.00
608,300,44,1,121.06,0.00
609,300,1380,1,190.20,15.00
610,301,1430,1,764.51,0.00
611,301,1267,2,369.89,10.00
612,301,1359,1,405.05,0.00
613,301,1490,2,98.14,15.00
614,302,1083,2,0.00,0.00
615,302,1033,5,359.09,15.00
616,302,1781,1,109.99,20.00
617,303,746,2,449.41,0.00
618,303,715,1,186.45,0.00
619,303,1320,1,188.61,0.00
620,303,963,1,142.50,0.00
621,304,1532,1,270.55,0.00
622,304,54,1,376.22,0.00
623,304,1548,3,25.82,0.00
624,304,227,1,365.33,0.00
625,305,1138,1,2012.54,0.00
626,305,314,1,233.22,0.00
627,306,130,1,34.68,0.00
628,306,1756,1,673.23,10.00
629,306,1055,1,187.03,0.00
631,307,1680,1,646.79,20.00
632,308,852,1,643.55,30.00
633,309,1150,1,395.44,0.00
634,310,600,1,254.36,20.00
635,311,425,1,130.21,0.00
636,311,960,1,199.16,0.00
637,312,754,1,141.69,0.00
638,313,1217,1,5962.80,0.00
639,313,1920,1,543.72,0.00
640,313,1667,1,515.39,10.00
641,314,1730,1,62.87,20.00
642,314,608,1,132.35,10.00
643,315,347,1,768.41,20.00
644,315,330,2,160.48,0.00
645,316,1384,1,895.96,0.00
646,316,781,3,154.97,0.00
647,317,1404,2,680.38,15.00
648,317,1879,1,178.88,10.00
649,318,68,2,77.06,0.00
650,319,966,1,674.28,0.00
651,319,642,1,1368.82,15.00
652,319,1477,2,615.46,0.00
653,319,9,1,1537.48,0.00
654,320,1870,1,185.34,0.00
655,320,957,1,251.11,0.00
656,321,377,1,2177.13,0.00
657,321,1838,1,185.28,0.00
658,321,1257,1,214.03,0.00
659,321,1249,1,612.66,0.00
660,322,1581,1,379.09,0.00
661,322,1449,1,2081.43,0.00
662,323,42,1,866.18,10.00
663,324,1385,1,282.16,0.00
664,324,51,1,154.48,0.00
665,324,44,1,121.06,0.00
666,324,675,2,274.14,10.00
667,325,1034,1,175.39,0.00
668,325,943,1,204.46,0.00
669,325,1189,4,204.28,0.00
670,325,702,1,99.85,0.00
671,326,1163,1,88.45,0.00
672,327,232,5,51.07,0.00
673,327,411,1,591.96,0.00
674,328,1953,1,113.70,20.00
675,328,1628,1,1478.10,0.00
676,328,174,1,204.29,50.00
677,329,1225,1,52.08,0.00
678,330,395,1,44.14,10.00
679,330,885,3,90.97,20.00
680,331,1293,1,45.78,0.00
681,332,437,2,111.67,0.00
682,332,1254,3,522.68,15.00
683,333,1792,1,668.45,0.00
684,334,1739,1,151.20,20.00
685,334,872,1,837.09,10.00
686,335,1693,2,291.39,10.00
687,335,1525,1,305.96,10.00
688,335,679,1,235.79,0.00
689,336,438,1,351.53,20.00
690,337,1619,1,670.49,0.00
691,338,1997,1,25.13,0.00
692,339,435,1,214.98,0.00
693,339,1318,1,175.02,0.00
694,339,65,3,295.38,0.00
695,339,1515,1,550.23,0.00
696,340,421,1,183.68,0.00
697,340,1023,1,172.05,20.00
698,340,306,2,243.21,0.00
699,341,104,1,228.58,0.00
700,341,117,1,890.70,15.00
701,341,100,1,167.15,10.00
702,342,7,2,1166.37,0.00
703,343,228,1,264.97,0.00
704,344,249,1,328.03,50.00
705,344,1557,1,218.50,0.00
706,345,1052,1,398.60,0.00
707,346,1229,1,23.81,10.00
708,346,1338,1,133.68,50.00
709,346,536,1,45.91,0.00
710,347,1719,4,330.36,0.00
711,347,638,1,50.65,0.00
712,348,1384,1,895.96,0.00
713,348,1570,2,569.83,20.00
714,348,1897,1,153.92,50.00
715,348,153,1,55.28,0.00
716,349,1353,1,0.00,15.00
717,349,823,3,334.98,0.00
718,350,1645,1,377.37,10.00
719,351,689,2,2261.09,0.00
720,352,622,1,2344.22,10.00
721,353,1507,2,2453.08,0.00
722,354,654,1,328.30,10.00
723,355,1266,3,91.18,0.00
724,355,967,1,1326.55,0.00
725,356,17,1,159.81,0.00
727,357,1332,1,149.78,0.00
728,357,781,1,154.97,30.00
729,358,1986,2,269.52,0.00
730,358,1013,1,866.39,0.00
731,359,1836,1,51.72,0.00
732,360,1417,5,74.95,0.00
733,360,1738,1,836.56,10.00
734,360,991,1,181.67,20.00
735,361,1231,2,17.64,0.00
736,362,1327,1,359.72,15.00
737,362,135,1,80.47,0.00
738,363,591,1,719.13,10.00
739,363,555,2,169.76,15.00
740,364,1406,3,653.80,10.00
741,364,328,4,850.70,0.00
742,364,1292,1,152.37,50.00
743,365,742,3,271.50,0.00
744,365,1757,3,204.94,10.00
745,366,1384,1,895.96,0.00
746,367,1341,1,116.03,20.00
747,367,1005,1,73.67,20.00
748,367,177,1,101.99,0.00
749,367,1722,1,97.81,50.00
750,368,1696,1,758.83,0.00
751,369,1762,3,74.13,0.00
752,370,1634,3,326.21,0.00
753,370,1650,2,193.21,0.00
754,371,583,1,0.00,10.00
755,371,1426,1,115.03,0.00
756,371,949,1,254.16,0.00
757,371,1531,1,206.41,0.00
758,372,1364,1,568.20,0.00
759,372,1175,1,52.36,0.00
760,372,526,1,59.80,50.00
761,372,1576,3,315.35,0.00
762,373,1222,1,189.19,10.00
763,373,1835,1,576.97,15.00
764,374,1910,4,320.99,0.00
765,375,1177,3,1353.12,0.00
766,375,298,1,444.07,0.00
767,376,1644,1,456.15,0.00
768,376,1899,1,390.54,15.00
769,377,89,1,743.95,0.00
770,378,1157,1,57.92,0.00
771,378,1471,1,299.65,0.00
772,379,962,2,29.63,0.00
773,379,914,1,141.84,0.00
774,379,1582,1,232.49,0.00
779,381,187,2,240.17,10.00
780,381,654,1,328.30,0.00
781,382,1542,3,0.00,0.00
782,382,1399,2,55.81,0.00
783,382,155,1,252.89,0.00
784,382,1926,1,137.37,15.00
785,383,1396,1,142.75,15.00
786,383,31,2,186.74,0.00
787,384,535,2,315.95,10.00
788,384,1312,2,77.40,0.00
789,385,634,2,61.42,20.00
790,386,705,1,102.95,15.00
791,387,1554,1,129.34,0.00
792,387,349,1,261.70,0.00
793,388,224,1,205.56,30.00
794,388,1855,4,85.72,20.00
795,389,1898,1,83.67,0.00
796,389,351,1,336.29,0.00
797,389,1617,1,158.58,0.00
798,390,1763,1,214.10,0.00
800,390,746,4,449.41,0.00
801,390,1895,1,86.64,20.00
802,391,1066,1,214.74,0.00
803,391,494,2,187.98,0.00
804,392,1524,4,2415.29,0.00
805,392,680,1,394.31,15.00
806,392,1529,1,381.74,50.00
807,393,878,1,369.63,10.00
808,393,105,1,966.80,0.00
809,394,1514,1,146.96,15.00
810,394,1041,1,234.74,0.00
811,394,230,2,360.80,50.00
812,395,1919,2,112.72,0.00
813,395,1839,2,645.91,0.00
814,395,403,1,352.84,0.00
815,396,183,1,21.84,0.00
816,396,1358,1,359.55,0.00
799,390,-1,1,319.62,0.00
817,396,488,3,69.84,0.00
818,397,385,1,106.84,0.00
819,397,1207,1,124.59,0.00
820,398,983,1,2078.96,15.00
821,398,1248,5,263.44,0.00
823,400,814,1,1599.14,20.00
824,400,374,1,115.72,0.00
825,401,1598,1,2410.03,0.00
826,402,1908,2,96.15,0.00
827,402,753,1,865.03,0.00
828,403,789,4,380.81,0.00
829,404,26,1,342.01,0.00
830,405,1849,1,46.07,0.00
831,405,1030,1,54.75,15.00
832,405,1621,1,395.38,10.00
833,405,1,1,966.62,20.00
834,406,852,1,643.55,10.00
835,406,1004,1,374.21,0.00
836,407,1732,1,289.81,0.00
837,408,1352,1,207.63,0.00
838,408,1289,3,383.75,0.00
839,409,1442,3,179.98,10.00
840,410,254,1,532.43,10.00
841,411,328,1,850.70,0.00
842,411,1038,2,289.62,0.00
843,412,481,5,45.66,0.00
844,412,1088,2,259.72,0.00
845,412,323,1,917.82,20.00
846,413,1326,1,0.00,0.00
847,414,634,1,61.42,0.00
848,414,709,1,205.91,0.00
849,415,432,1,301.32,0.00
850,415,1587,1,120.08,0.00
851,416,1235,1,173.90,0.00
852,416,1227,2,389.89,0.00
853,416,723,1,203.25,0.00
854,417,1508,1,264.96,50.00
855,417,1331,1,0.00,0.00
856,418,1611,1,40.98,0.00
857,418,1162,1,2243.13,0.00
858,418,395,2,44.14,0.00
859,419,1135,1,110.18,15.00
860,419,1683,1,70.85,15.00
862,420,1688,1,393.00,0.00
863,420,233,1,691.39,0.00
864,421,1754,1,91.46,10.00
865,422,1567,1,98.85,0.00
